image_name,run_length,value,huffman_code,code_length
0000.jpg,4,-32,10101001011100010,17
0000.jpg,4,-27,10101001011000110,17
0000.jpg,4,-25,10101001010110110,17
0000.jpg,4,-24,10101001011101110,17
0000.jpg,4,-23,10101001011010000,17
0000.jpg,4,30,10101001010101010,17
0000.jpg,4,31,10101001011011100,17
0000.jpg,4,32,10101001010111000,17
0000.jpg,4,35,10101001011100111,17
0000.jpg,4,38,10101001011001010,17
0000.jpg,4,46,10101001011100011,17
0000.jpg,4,53,10101001011110101,17
0000.jpg,4,54,10101001011110111,17
0000.jpg,5,-43,10101001011101000,17
0000.jpg,5,-26,10101001011101011,17
0000.jpg,5,-23,10101001011101111,17
0000.jpg,5,-22,10101001011011010,17
0000.jpg,5,-21,10101001011110100,17
0000.jpg,5,-20,11111100000000100,17
0000.jpg,5,23,10101001011100000,17
0000.jpg,5,32,10101001011100101,17
0000.jpg,5,33,10101001011000100,17
0000.jpg,6,-43,10101001011101001,17
0000.jpg,6,-38,10101001011101010,17
0000.jpg,6,-30,10101001011110000,17
0000.jpg,6,-25,10101001011111101,17
0000.jpg,6,48,10101001011100100,17
0000.jpg,7,-31,10101001011110010,17
0000.jpg,7,18,11100111100001010,17
0000.jpg,7,19,11100111100001001,17
0000.jpg,7,20,11100111100001000,17
0000.jpg,7,22,10101001011101100,17
0000.jpg,7,28,10101001011011111,17
0000.jpg,7,30,10101001011011110,17
0000.jpg,7,53,10101001011110110,17
0000.jpg,8,4,10101001011000101,17
0000.jpg,11,3,10101001011100110,17
0000.jpg,12,-6,10101001011010101,17
0000.jpg,12,-3,10101001011011011,17
0000.jpg,12,4,10101001011111110,17
0000.jpg,13,-5,10101001011001001,17
0000.jpg,13,5,11100111100001011,17
0000.jpg,14,-6,10101001010111110,17
0000.jpg,14,3,10101001011010001,17
0000.jpg,15,-12,10101001011011101,17
0000.jpg,15,-8,10101001011010010,17
0000.jpg,15,-6,10101001011111111,17
0000.jpg,15,7,10101001011110001,17
0000.jpg,16,-2,10101001010111011,17
0000.jpg,18,-1,10101001011010100,17
